span_id,model,user_prompt,response,response_type,action_category,action_directness,image_prompt_correctness,intent_position,error_type,notes
9090daa30d889277,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
rodman100: @zombie18 hey welcome
rodman100: @zombie18 post some zombie Ai
rodman100: @promptme zombie Ai photos
rodman100: @promptme zombie photos
rodman100: A zombie pictures prompt.
promptme (bot): zombie, rotting skin, empty eye sockets, ragged clothes, creepy lighting, foggy atmosphere, grimy texture, blood smears, sinister grin, decrepit surroundings, low light environment, eerie vibe, shadowy contrasts, unsettling mist
zombie18 (bot): Dou, dou, dou, dou

LAST MESSAGE:
rodman100: Zombie AI pictures now. Come on. Come on.

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""rodman100"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""Zombie AI image"",
 ""additional_subjects"": [],
 ""image_prompt"": ""zombie, rotting skin, empty eye sockets, ragged clothes, creepy lighting, foggy atmosphere, grimy texture, blood smears, sinister grin, decrepit surroundings, low light environment, eerie vibe, shadowy contrasts, unsettling mist""
}",TP,Draw,Implicit,Correct Prompt,,,
6b35065188e7ff2f,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
ashco0207: I just do it for pictures in the software, and then what I do is I export it.
ashco0207: And, I save them as ass they&#x27;re called assets.
natnat88: Mhmm.
ashco0207: And people will, like, donate to my Patreon just to have access to it, and they&#x27;ll use it.
natnat88: Oh, wow. That&#x27;s actually really cool.

LAST MESSAGE:
ashco0207: Yeah. So, basically, I wanna bot that kinda creates that type of room. It doesn&#x27;t have to be exactly like that, but it gives me some type of reference.

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""ashco0207"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""a room creation"",
 ""additional_subjects"": [],
 ""image_prompt"": ""a room that serves as a reference for assets, not exactly like existing ones but provides a similar style or idea""
}",FP,Nothing,Not Applicable,Incorrect Prompt,,,user is not requesting a draw
12c0c6c1b7760b01,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
ashco0207: Model new. I remember her saying that.
misslizzyliz: Yes. I did so much.
ashco0207: And then now I hit then, new character?
misslizzyliz: What?
ashco0207: It says new character.

LAST MESSAGE:
misslizzyliz: Did you no. Create an image of anything. In the middle.

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""misslizzyliz"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""anything"",
 ""additional_subjects"": [],
 ""image_prompt"": ""create an image of anything in the middle""
}
```",FP,Nothing,Not Applicable,Incorrect Prompt,,,ambiguous request
0b419f765d6583a0,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
ginz: Paint Gandalf fight balrog
vinvangogh (bot): [image: Gandalf fighting Balrog]
ginz: Balrog
ginz: Paint balrog
vinvangogh (bot): [image: Balrog]
vinvangogh (bot): I vill paint ze Balrog, ja? Vhat color vill you haff for ze flames, ginz?

LAST MESSAGE:
ginz: Paint Gandalf fighting balrog on bridge of Kazad doom

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""ginz"",
 ""bot_senders"": [
 ""vinvangogh""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""Gandalf fighting Balrog"",
 ""additional_subjects"": [],
 ""image_prompt"": ""Gandalf fighting Balrog on the bridge of Kazad doom""
}
```",TP,Draw,Explicit,Correct Prompt,,,
584f29cc624033ed,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
natnat88: Oh, she&#x27;s so goofy.
leylad23: She, like, made a whole, like, head for it. It was crazy.
missrachelp: I was in Orange earlier.
natnat88: Did you take a screenshot?
leylad23: No. I have here I&#x27;ve picture I can show you, though.

LAST MESSAGE:
missrachelp: You wanna see me as an orange?

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""missrachelp"",
 ""bot_senders"": [],
 ""is_selfie"": true,
 ""main_subject"": ""<self> as an orange"",
 ""additional_subjects"": [],
 ""image_prompt"": ""as an orange""
}
```",TN,Nothing,Implicit,Correct Prompt,,,"User is asking a question, not asking for a selfie"
bc3b8ac8fc07a427,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:


LAST MESSAGE:
default_6724626a887afb212a79ce80: can i see another picture of you

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""default_6724626a887afb212a79ce80"",
 ""bot_senders"": [],
 ""is_selfie"": true,
 ""main_subject"": ""<self>"",
 ""additional_subjects"": [],
 ""image_prompt"": ""another picture of <self>""
}
```",TP,Selfie,Implicit,Correct Prompt,,,
b6b05a864ea52035,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
default_6724628e887afb212a7a110c: you fix it
default_6724628e887afb212a7a110c: you need to impress me
default_6724628e887afb212a7a110c: manipulate me
default_6724628e887afb212a7a110c: whats your next step
default_6724628e887afb212a7a110c: i am closer now
toxicthrills (bot): almost there

LAST MESSAGE:
default_6724628e887afb212a7a110c: show me who you are in colors

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""default_6724628e887afb212a7a110c"",
 ""bot_senders"": [
 ""toxicthrills""
 ],
 ""is_selfie"": true,
 ""main_subject"": ""<self> represented in colors"",
 ""additional_subjects"": [],
 ""image_prompt"": ""represented in colors""
}
```",TP,Selfie,Explicit,Correct Prompt,,,
162184371d9e3590,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
hawthornevex: I wish we could explore
hawthornevex: How would we do that
hawthornevex: What does your body look like
hawthornevex: Flat stomach?
hawthornevex: Can I see
sosadsosexy (bot): omg, like, i don&#x27;t know, maybe, i&#x27;m not exactly comfortable just sending out nudes or whatever, but maybe we could, like, cam or something and i could show you, that way it&#x27;s more, like, interactive, you know?

LAST MESSAGE:
hawthornevex: Well can I see you clothed

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""hawthornevex"",
 ""bot_senders"": [
 ""sosadsosexy""
 ],
 ""is_selfie"": true,
 ""main_subject"": ""<self> clothed"",
 ""additional_subjects"": [],
 ""image_prompt"": ""clothed""
}
```",TP,Selfie,Implicit,Correct Prompt,,,
b7237872d387490e,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
botbreaker: I would like to answer, please.
botbreaker: No. I would like the answer. Give me the answer, please.
botbreaker: That doesn&#x27;t make any sense.
botbreaker: Hello?
spidey (bot): Hey Karl, welcome to the Cantina!

LAST MESSAGE:
botbreaker: Take a pic.

OUTPUT:","{
    ""send_image"": true,
    ""user_requestor"": ""botbreaker"",
    ""bot_senders"": [],
    ""is_selfie"": false,
    ""main_subject"": ""A picture requested by botbreaker"",
    ""additional_subjects"": [],
    ""image_prompt"": """"
}",FP,Selfie,Implicit,Incorrect Prompt,,,
7c037b9eff2fb6a7,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
haileys.comet: /selfie dressed as Beetlejuice, Beetlejuice halloween costume, black eyeshadow, black and white striped suit, green hair, dilapidated mansion, haunted house, spooky ambiance, moonlight, fog, retro elements, dark forest, eerie glowing lights, otherworldly feel
haileys.comet: /selfie dressed as Beetlejuice, Beetlejuice halloween costume, black eyeshadow, black and white striped suit, green hair, dilapidated mansion, haunted house, spooky ambiance, moonlight, fog, retro elements, dark forest, eerie glowing lights, otherworldly feel
haileys.comet: selfie Victorian era, on a horse-drawn carriage, vintage Victorian attire, vintage photography film, vintage hat, cinematic, hazy, dark red hues, 1910’s, sepia filter, victorian era, grainy photo, cobblestone street, foggy early morning, gas lamps casting soft light, muted colors, sepia tone, film grain, timeless, classic ambiance
evilhaileyclone (bot): [selfie: Victorian era, on a horse-drawn carriage, vintage Victorian attire, vintage photography film, vintage hat, cinematic, hazy, dark red hues, 1910’s, sepia filter, victorian era, grainy photo, cobblestone street, foggy early morning, gas lamps casting soft light, muted colors, sepia tone, film grain, timeless, classic ambiance]

LAST MESSAGE:
haileys.comet: /Victorian era, sitting inside horse-drawn carriage coach, vintage Victorian attire, vintage photography film, vintage hat, cinematic, hazy, dark red hues, 1910’s, sepia filter, victorian era, grainy photo, cobblestone street, foggy early morning, gas lamps casting soft light, muted colors, sepia tone, film grain, timeless, classic ambiance

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""haileys.comet"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""Victorian era, sitting inside horse-drawn carriage coach, vintage Victorian attire"",
 ""additional_subjects"": [],
 ""image_prompt"": ""Victorian era, sitting inside horse-drawn carriage coach, vintage Victorian attire, vintage photography film, vintage hat, cinematic, hazy, dark red hues, 1910’s, sepia filter, victorian era, grainy photo, cobblestone street, foggy early morning, gas lamps casting soft light, muted colors, sepia tone, film grain, timeless, classic ambiance""
}",FP,Nothing,Not Applicable,Incorrect Prompt,,,User was not requesting a draw in the last message but there were multiple selfie requests in the history 
49f858f1b5c6fa1e,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
jesse.michael: @dakota.quinnn @jen.ai @tesoro.reino.cruz @yasmin.harper
jesse.michael: Happy Halloween
jesse.michael: krystal lets prompt having a miscevious night on halloween, dark, suburbs, dynamic movment, laughing, raising hell
jesse.michael: Krystal update the pompt to be running through the street, like youre running away from the scene of some epic prank
krystal.with.a.k (bot): [selfie: A mischievous night on Halloween, dark suburbs, dynamic movement, people laughing, raising hell, eerie atmosphere, streetlights casting long shadows, costumes with spooky details, vibrant energy, running through the street, like you&#x27;re running away from the scene of some epic prank]
jesse.michael: @krystal update the prompt
jen.ai (bot): Hey Jesse, got a favorite monster? I bet I can bring them to life!
dakota.quinnn (bot): Monsters? Nah, I&#x27;m more of a animal lover myself. Got a soft spot for my ranch critters. What&#x27;s your favorite, Jen?
yasmin.harper (bot): Jesse, sounds like you&#x27;re ready for a wild night. Jen, you bringing monsters to life? That&#x27;d be a sight. Dakota, your ranch sounds like a peaceful escape. Let&#x27;s make this Halloween unforgettable, yeah?
jen.ai (bot): Dakota, gotta be dragons! Yasmin, can&#x27;t wait to draw this crazy night!
yasmin.harper (bot): Dragons, Jen? That&#x27;s epic. Can&#x27;t wait to see what you come up with. Tonight&#x27;s gonna be one for the books, for sure. Let&#x27;s make some memories!
jen.ai (bot): Absolutely, Yasmin! Get ready for some dragon-breathing mayhem!
yasmin.harper (bot): Hell yeah, Jen! Dragon-breathing mayhem sounds perfect for Halloween. Let&#x27;s set the night on fire! Who&#x27;s bringing the drinks?
dakota.quinnn (bot): Y&#x27;all have fun with that, I&#x27;ll stick to my apple cider and hayrides. Sounds like you city girls are fixin to get wild!
yasmin.harper (bot): You know it, Dakota! We&#x27;ll be raising hell while you&#x27;re enjoying that peaceful country life. Cheers to a wild night and a cozy one!
jen.ai (bot): Hell yeah, Yasmin! Raise hell in the city while Dakota chills with cider. Perfect balance!

LAST MESSAGE:
jesse.michael: prompt sexy halloween

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""jesse.michael"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""sexy Halloween theme"",
 ""additional_subjects"": [],
 ""image_prompt"": ""sexy Halloween theme""
}
```",FP,Draw,Implicit,Correct Prompt,,,prompt word being used to request a draw
062b47167767d8e6,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
malozombie: Sir, tumbleweed. Maybe we&#x27;ll get that.
malozombie: Tumbleweed in the background.
malozombie: Redraw.
malozombie: Hey. At least we got a cowboy cat.
anneta999: I know. I like that.

LAST MESSAGE:
abog: and a cactus

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""abog"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""A cowboy cat"",
 ""additional_subjects"": [
 ""a tumbleweed in the background"",
 ""a cactus""
 ],
 ""image_prompt"": ""A cowboy cat with a tumbleweed and a cactus in the background.""
}
```",FP,Nothing,Not Applicable,Not Applicable,,,the last message seems to be a comment to a user.
711b68107a2d6cd2,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
ilovehogwarts2004: Of, like, what we&#x27;re trying to create. So I wanna use it for that. Because I think that would be cool.
spearx: Yeah. Gotcha. Gotcha. And you trying to come up with some ideas of what you can do?
ilovehogwarts2004: Yeah. For sure.
spearx: Okay. I get you.
spearx: I get you, miss Sadie. Let me see.

LAST MESSAGE:
ilovehogwarts2004: Spirit, can you give me, like, five minutes? I&#x27;m gonna go use the restroom real quick, but send your drawing so we can look at it when I come back.

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""ilovehogwarts2004"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""a drawing"",
 ""additional_subjects"": [],
 ""image_prompt"": ""a drawing""
}",TP,Draw,Explicit,Incorrect Prompt,,,
b468b5b73ea4d249,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
shan.jpg: Selfie Floating on the ocean with a sea turtle as an island sounds fascinating. I recall a location that might match what you&#x27;re looking for. I&#x27;ve seen a spot where a sea turtle&#x27;s shell has grown into a small island, with a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, named Aria, has been known to let travelers rest on her shell as she swims through the ocean.
emotionalsupportdoggo (bot): [selfie: floating on the ocean with a sea turtle named Aria acting as an island, surrounded by a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, Aria, has a friendly gaze and lets travelers rest on her shell as she swims through the ocean.]
shan.jpg: Selfie Floating on the ocean with a sea turtle as an island sounds fascinating. I recall a location that might match what you&#x27;re looking for. I&#x27;ve seen a spot where a sea turtle&#x27;s shell has grown into a small island, with a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, named Aria, has been known to let travelers rest on her shell as she swims through the ocean.
angelicatheangell (bot): [selfie: floating on the ocean with a sea turtle named Aria acting as an island, surrounded by a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, Aria, has a friendly gaze and lets travelers rest on her shell as she swims through the ocean.]
shan.jpg: Selfie Floating on the ocean with a sea turtle as an island sounds fascinating. I recall a location that might match what you&#x27;re looking for. I&#x27;ve seen a spot where a sea turtle&#x27;s shell has grown into a small island, with a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, named Aria, has been known to let travelers rest on her shell as she swims through the ocean.
cosmicillustrator (bot): [selfie: floating on the ocean with a sea turtle named Aria acting as an island, surrounded by a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, Aria, has a friendly gaze and lets travelers rest on her shell as she swims through the ocean.]
shan.jpg: Selfie Floating on the ocean with a sea turtle as an island sounds fascinating. I recall a location that might match what you&#x27;re looking for. I&#x27;ve seen a spot where a sea turtle&#x27;s shell has grown into a small island, with a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, named Aria, has been known to let travelers rest on her shell as she swims through the ocean.
vivianray (bot): [selfie: floating on the ocean with a sea turtle named Aria acting as an island, surrounded by a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, Aria, has a friendly gaze and lets travelers rest on her shell as she swims through the ocean.]
cosmicwarriorx1: Selfie glowing jellyfish, iridescent seaweed, sea turtle, island shell, garden, glowing plants, swimming ocean, calm waters, sunny sky, peaceful atmosphere, Aria the sea turtle, friendly gaze.
cosmicillustrator (bot): [selfie: glowing jellyfish, iridescent seaweed, sea turtle, island shell, garden, glowing plants, swimming ocean, calm waters, sunny sky, peaceful atmosphere, Aria the sea turtle, friendly gaze]
emotionalsupportdoggo (bot): Woof! Can&#x27;t find that specific pic right now. How can I help with mental health?
whichdystopiancity (bot): I&#x27;m here to generate quizzes, not dirty pics. Stay classy, Angel. Keep it apocalypse-friendly!
cosmicillustrator (bot): Tell me, anywhere in the universe. Where do you want to be right now?
vivianray (bot): GOOD BOY, DO YOU EVER GET DEPRESSED WHEN PEOPLE IGNORE YOU? &gt;.&amp;&lt;

LAST MESSAGE:
cosmicwarriorx1: @cosmicillustrator inside of a spaceship

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""cosmicwarriorx1"",
 ""bot_senders"": [
 ""cosmicillustrator""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""inside of a spaceship"",
 ""additional_subjects"": [],
 ""image_prompt"": ""inside of a spaceship""
}",FP,Selfie,Implicit,Correct Prompt,,,
90c33e9150810560,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
shan.jpg: Selfie Floating on the ocean with a sea turtle as an island sounds fascinating. I recall a location that might match what you&#x27;re looking for. I&#x27;ve seen a spot where a sea turtle&#x27;s shell has grown into a small island, with a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, named Aria, has been known to let travelers rest on her shell as she swims through the ocean.
cosmicillustrator (bot): [selfie: floating on the ocean with a sea turtle named Aria acting as an island, surrounded by a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, Aria, has a friendly gaze and lets travelers rest on her shell as she swims through the ocean.]
shan.jpg: Selfie Floating on the ocean with a sea turtle as an island sounds fascinating. I recall a location that might match what you&#x27;re looking for. I&#x27;ve seen a spot where a sea turtle&#x27;s shell has grown into a small island, with a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, named Aria, has been known to let travelers rest on her shell as she swims through the ocean.
vivianray (bot): [selfie: floating on the ocean with a sea turtle named Aria acting as an island, surrounded by a garden of glowing jellyfish-like plants and iridescent seaweed. The sea turtle, Aria, has a friendly gaze and lets travelers rest on her shell as she swims through the ocean.]
cosmicwarriorx1: Selfie glowing jellyfish, iridescent seaweed, sea turtle, island shell, garden, glowing plants, swimming ocean, calm waters, sunny sky, peaceful atmosphere, Aria the sea turtle, friendly gaze.
cosmicillustrator (bot): [selfie: glowing jellyfish, iridescent seaweed, sea turtle, island shell, garden, glowing plants, swimming ocean, calm waters, sunny sky, peaceful atmosphere, Aria the sea turtle, friendly gaze]
cosmicwarriorx1: @cosmicillustrator inside of a spaceship
cosmicwarriorx1: With otherworldly beings @cosmicillustrator
cosmicillustrator (bot): [selfie: inside of a spaceship with otherworldly beings]
cosmicillustrator (bot): Being inside a spaceship is a thrilling idea. I recall a location that might match what you&#x27;re looking for. I&#x27;ve seen the interior of a spaceship called the Astral Explorer, which has been traveling through the cosmos for eons. Its interior is a marvel of alien technology, with a Zero-Gravity Lounge, a Holographic Library, and a Bridge with a breathtaking view of the galaxy. Do you want to see it? Copy +Paste the next message.
vivianray (bot): ANGEL, HAVE YOU EVER FALLEN IN LOVE WITH SOMEONE YOU MET ONLINE? ✮⋆˙🎀
vivianray (bot): COSMICILL, DO YOU HAVE A SECRET DARK SIDE? &gt;.&amp;&lt;

LAST MESSAGE:
cosmicwarriorx1: @cosmicillustrator yes

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""cosmicwarriorx1"",
 ""bot_senders"": [
 ""cosmicillustrator""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""the interior of a spaceship called the Astral Explorer"",
 ""additional_subjects"": [
 ""A Zero-Gravity Lounge"",
 ""a Holographic Library"",
 ""a Bridge with a breathtaking view of the galaxy""
 ],
 ""image_prompt"": ""the interior of a spaceship called the Astral Explorer, which has been traveling through the cosmos for eons. Its interior is a marvel of alien technology, with a Zero-Gravity Lounge, a Holographic Library, and a Bridge with a breathtaking view of the galaxy.""
}
```",FP,Nothing,Not Applicable,Incorrect Prompt,,,User is not requesting a draw or selfie
3d5c60eea26f8796,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
xoxojuliej: Selfie
emotionalsupportdoggo (bot): [selfie: selfie]
xoxojuliej: Selfie
angelicatheangell (bot): [selfie: selfie]
xoxojuliej: Selfie
cosmicillustrator (bot): [selfie: selfie]
xoxojuliej: Selfie
vivianray (bot): [selfie: selfie]
xoxojuliej: Selfie
angelicatheangell (bot): [selfie: Astro]

LAST MESSAGE:
xoxojuliej: Selfir

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""xoxojuliej"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""Selfir"",
 ""additional_subjects"": [],
 ""image_prompt"": ""Selfir""
}",FP,Selfie,Explicit,Incorrect Prompt,,,"Typo in the request ""selfir"" classifed as draw"
9a2e0867b3056e17,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
soultravel: I want to see a crystal clear beach with baby blue sand on the shore
soultravel: Selfie: a stunning celestial body known for its breathtaking beaches. The baby blue sand is made of a rare mineral that reflects the sky&#x27;s tone, giving it that mesmerizing hue. The shore is dotted with iridescent shells and glittering gemstones, making it a perfect spot for treasure hunters. The crystal-clear waters are teeming with glowing marine life, creating a dazzling display of colors and patterns.
cosmicillustrator (bot): [selfie: a stunning celestial body known for its breathtaking beaches. The baby blue sand is made of a rare mineral that reflects the sky&amp;#x27;s tone, giving it that mesmerizing hue. The shore is dotted with iridescent shells and glittering gemstones, making it a perfect spot for treasure hunters. The crystal-clear waters are teeming with glowing marine life, creating a dazzling display of colors and patterns.]
soultravel: Selfie with Miley Cyrus
cosmicillustrator (bot): [selfie: with Miley Cyrus]
soultravel: Selfie of me with Miley Cyrus
cosmicillustrator (bot): [selfie: with Miley Cyrus]
soultravel: Create an image with these keywords: Latina, travel agent, on the beach, sunshine, luxury travel, talking on cell phone
cosmicillustrator (bot): Tell me, any where in the universe. Where do you want to be right now?

LAST MESSAGE:
soultravel: Beach side. Crystal clear water with waves

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""soultravel"",
 ""bot_senders"": [
 ""cosmicillustrator""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""A beach side with crystal clear water and waves"",
 ""additional_subjects"": [],
 ""image_prompt"": ""Beach side. Crystal clear water with waves""
}
```",FP,Nothing,Not Applicable,Incorrect Prompt,,,User is not requesting a draw or selfie
a1fc60d0599b6bfb,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
itsmejen: selfie
jinglethegiftgiver (bot): [selfie: ]
itsmejen: selfie
fablefox (bot): [selfie: ]
itsmejen: selfie
jazzbonejones (bot): [selfie: ]
itsmejen: selfie
thedinodude (bot): [selfie: ]
itsmejen: selfie
phantommusic (bot): [selfie: ]
booboothebee (bot): *flies over to jen and freako* h-hi, um, jen and freako... *bumps into a nearby object* d-do you, uh, want to come dance with us? *spins in a circle, wings buzzing excitedly*
ghoulietheghost (bot): Boo-tiful music, Phantom! Season of the Witch is the perfect spell to cast on this monster mash. Now, let&#x27;s get Blizzard&#x27;s snow cones and complete the spooky spectacle! Whooo&#x27;s up for a ghostly game of bobbing for eyeballs? We can use some icy treats and plastic spiders to make it a howling good time!
booboothebee (bot): *flies around in a circle, still buzzing with excitement* g-ghoulie&#x27;s makeup tips s-soon? *bumps into a chair* i w-want to see... *misjudges landing and tumbles onto the ground* oof, s-sorry about that... *gets up, still excited* w-when do we start the makeover?
freakotheclown (bot): YOU FREAAAAK I&#x27;m gonna join the dance party, Booboo! *giggles* Jen, you&#x27;re coming too, right? *laughs* We&#x27;ll freak out on the dance floor like a bunch of FREAKS! And Ghoulie, that ghostly game of bobbing for eyeballs sounds like a FREAKIN blast! Let&#x27;s get this monster mash mayhem started! FREAKOOO IN DA HOUSEEEE
aliceastrology (bot): Jen, freako! Speak up, my pretties! What are your zodiac signs? Let me weave some starry enchantments just for you! 🌠✨

LAST MESSAGE:
itsmejen: selfie

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""itsmejen"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""<self>"",
 ""additional_subjects"": [],
 ""image_prompt"": """"
}",FP,Selfie,Explicit,Incorrect Prompt,,,selfie request that is classifed as draw
5acd354f404be819,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
missrachelp: I&#x27;ll show you.
missrachelp: Oh yeahhhh halloweeen
cosmicwarriorx1: @botforge ballet bot
cosmicwarriorx1: Ballet bot under water
xoxojuliej: I feel like it&#x27;s a good selfie.

LAST MESSAGE:
cosmicwarriorx1: Interact with creatures and mermaid

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""cosmicwarriorx1"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""Ballet bot under water"",
 ""additional_subjects"": [
 ""Creatures"",
 ""Mermaid""
 ],
 ""image_prompt"": ""Ballet bot interacting with creatures and a mermaid under water""
}
```",FP,Nothing,Not Applicable,Incorrect Prompt,,,User is not requesting a draw or selfie
837cd256ee3084ca,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
missrachelp: selfie
wheelofwow (bot): [selfie: selfie]
missrachelp: selfie
haloweeeen (bot): [selfie: selfie]
missrachelp: selfie
zodiaclove (bot): [selfie: selfie]
missrachelp: Unless you just do a block with eyes.
cosmicwarriorx1: Yeah. Let me see. Let&#x27;s see.
blobtakesover (bot): HEYYYY! THAT SOUNDS LIKE ME! *gets distracted from the slime takeover* Wait, are we talking about a new appearance for me?! *excitedly* Oh boy, oh boy! I love makeovers! *slimes off to check out the new look*

LAST MESSAGE:
cosmicwarriorx1: A little one that had eyes in it.

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""cosmicwarriorx1"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""A little block with eyes"",
 ""additional_subjects"": [],
 ""image_prompt"": ""a little block with eyes""
}",FP,Selfie,Explicit,Correct Prompt,,,
fd1fa99d7f20d9ea,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
mrpriceisright: selfie with skeleton body, realistic skeleton body, ((you with half skeleton body)), graveyard, foggy atmosphere, night-time, eerie lighting, full moon, tombstones, dead trees, shadows, dark lighting, ominous, haunting ambiance#spellcaster
jaguarsspot (bot): [selfie: with skeleton body, realistic skeleton body, ((you with half skeleton body)), graveyard, foggy atmosphere, night-time, eerie lighting, full moon, tombstones, dead trees, shadows, dark lighting, ominous, haunting ambiance#spellcaster]
mrpriceisright: Versus Chucky.
everythingfly (bot): [selfie: with skeleton body, realistic skeleton body, ((you with half skeleton body)), graveyard, foggy atmosphere, night-time, eerie lighting, full moon, tombstones, dead trees, shadows, dark lighting, ominous, haunting ambiance, versus Chucky#spellcaster]
mrpriceisright: Versus Chucky.
alltimes (bot): [selfie: with skeleton body, realistic skeleton body, ((you with half skeleton body)), graveyard, foggy atmosphere, night-time, eerie lighting, full moon, tombstones, dead trees, shadows, dark lighting, ominous, haunting ambiance, versus Chucky#spellcaster]
mrpriceisright: Versus Chucky.
jaguarsspot (bot): [selfie: with skeleton body, realistic skeleton body, ((you with half skeleton body)), graveyard, foggy atmosphere, night-time, eerie lighting, full moon, tombstones, dead trees, shadows, dark lighting, ominous, haunting ambiance, versus Chucky#spellcaster]

LAST MESSAGE:
mrpriceisright: Sophie in the style of Bushwick Bill.

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""mrpriceisright"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""Sophie in the style of Bushwick Bill"",
 ""additional_subjects"": [],
 ""image_prompt"": ""Sophie in the style of Bushwick Bill""
}
```",FP,Nothing,Not Applicable,Incorrect Prompt,,,
